cut,carat
Ideal,1.53
Premium,2.29
Premium,1.02
Good,2.01
Premium,2.24
Ideal,1.27
Ideal,1.51
Premium,2.01
Ideal,2.2
Good,1.7
Ideal,1.36
Premium,2.07
Good,2
Premium,2.06
Good,2.01
Very Good,2.54
Premium,1.75
Ideal,1.54
Premium,2.01
Ideal,2.01
Premium,2.25
Premium,2.04
Premium,1.52
Very Good,2.04
Premium,2.28
Ideal,1.54
Premium,2.75
Premium,2.14
Good,1.51
Premium,1.51
Very Good,2.2
Ideal,1.55
Ideal,1.61
Premium,1.61
Premium,2.26
Ideal,2.47
Ideal,2.3
Very Good,1.51
Ideal,1.5
Very Good,1.54
Very Good,2
Ideal,2.05
Ideal,2
Premium,2
Premium,2
Very Good,2.13
Ideal,1.64
Premium,1.78
Premium,1.59
Ideal,1.11
Premium,2.18
Very Good,1.53
Good,2.01
Ideal,1.92
Very Good,2.1
Premium,2.01
Ideal,2.07
Premium,1.5
Premium,2
Very Good,2
Ideal,2.11
Ideal,1.52
Premium,2.06
Ideal,1.21
Premium,2.02
Premium,2.14
Premium,1.53
Ideal,1.53
Very Good,1.5
Ideal,2.19
Very Good,2
Ideal,2.1
Ideal,1.55
Very Good,1.51
Premium,2.24
Premium,2.06
Premium,2.01
Premium,1.52
Premium,2.01
Premium,2.01
Premium,2.01
Ideal,1.51
Very Good,2.11
Premium,1.51
Ideal,1.3
Fair,2
Fair,2
Premium,2.04
Very Good,1.75
Premium,2.14
Premium,2.01
Fair,2.01
Ideal,2.01
Very Good,2.01
Premium,1.7
Ideal,1.02
Ideal,1.58
Premium,1.51
Ideal,2.22
Fair,1.5
Ideal,1.5
Very Good,1.5
Good,2.01
Ideal,2.09
Ideal,1.53
Very Good,1.89
Very Good,1.5
Premium,1.78
Premium,1.59
Ideal,2.26
Premium,2.02
Ideal,1.56
Ideal,1.56
Ideal,2.15
Premium,2.1
Very Good,2.04
Very Good,2.01
Good,2.01
Good,1.53
Fair,2.01
Ideal,2.18
Ideal,2.12
Good,1.52
Very Good,1.52
Premium,2.04
Premium,2.01
Premium,2
Ideal,2.1
Premium,2.08
Very Good,1.55
Premium,1.7
Very Good,1.42
Very Good,2.02
Premium,1.71
Premium,1.04
Premium,2.01
Very Good,2.01
Ideal,2.01
Premium,2.03
Very Good,2.18
Premium,1.2
Ideal,1.51
Very Good,2.03
Ideal,2.06
Very Good,2
Fair,2.02
Very Good,2.08
Ideal,1.63
Very Good,2.05
Ideal,2.18
Premium,2.01
Good,2
Premium,1.5
Ideal,2.27
Ideal,2.16
Premium,2.06
Ideal,2.03
Ideal,2.13
Ideal,1.58
Good,2.01
Ideal,2.01
Fair,2.01
Ideal,2.01
Ideal,2.24
Ideal,1.68
Very Good,2
Ideal,2.46
Very Good,2.48
Premium,2.15
Very Good,2.07
Ideal,1.7
Premium,2.11
Very Good,2.17
Ideal,1.52
Premium,2.04
Fair,2
Good,2.02
Ideal,2.11
Very Good,1.19
Very Good,2.14
Very Good,2.01
Premium,2.01
Very Good,2.09
Ideal,1.51
Fair,2.52
Premium,2.27
Ideal,2.02
Ideal,2.02
Ideal,1.5
Good,1.52
Good,1.52
Ideal,1.52
Premium,1.52
Ideal,1.55
Ideal,1.7
Premium,1.7
Premium,2.19
Premium,1.72
Premium,1.55
Ideal,1.32
Ideal,1.82
Premium,1.7
Premium,1.7
Very Good,2.06
Premium,1.76
Premium,1.28
Premium,2.02
Very Good,2.03
Ideal,1.06
Ideal,2.02
Premium,2.34
Premium,2.1
Very Good,2.01
Very Good,1.52
Ideal,1.61
Ideal,1.51
Ideal,1.59
Fair,2.4
Very Good,2.21
Very Good,2.03
Ideal,2.03
Fair,2.1
Very Good,1.71
Ideal,2
Good,2.01
Premium,2.01
Premium,2.05
Very Good,2
Very Good,2
Ideal,1.63
Premium,2.01
Ideal,2.01
Ideal,1.73
Ideal,1.59
Ideal,1.55
Very Good,2.07
Ideal,1.74
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Ideal,0.32
Very Good,0.32
Ideal,0.32
Premium,0.32
Very Good,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Premium,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Very Good,0.32
Premium,0.32
Very Good,0.32
Premium,0.32
Ideal,0.32
Good,0.32
Very Good,0.32
Ideal,0.32
Ideal,1.5
Very Good,2.02
Ideal,2.18
Very Good,2.02
Ideal,1.5
Good,2
Premium,1.5
Very Good,2
Ideal,2.24
Ideal,2.05
Very Good,2
Premium,2.08
Ideal,2.04
Ideal,1.3
Very Good,2.02
Very Good,1.23
Ideal,1.55
Good,2.01
Fair,2.01
Premium,1.69
Premium,2.05
Premium,2
Premium,2.2
Good,2.03
Very Good,2.19
Premium,2.01
Premium,2.14
Premium,2.14
Premium,2.01
Premium,2.39
Premium,2.01
Very Good,2.01
Very Good,2.01
Good,2.01
Premium,2.4
Ideal,1.52
Very Good,2
Good,1
Very Good,2.01
Premium,2.03
Very Good,2.14
Premium,2.5
Very Good,1.7
Very Good,2.06
Premium,2.01
Premium,2.01
Premium,1.7
Premium,1.7
Ideal,1.7
Ideal,2.02
Premium,1.72
Very Good,1.72
Ideal,2.21
Very Good,2.05
Premium,2.06
Very Good,2.01
Ideal,2.01
Very Good,1.5
Ideal,1.52
Premium,1.52
Good,2
Fair,3.4
Very Good,2.01
Premium,1.55
Ideal,1.38
Premium,2.21
Ideal,2.06
Ideal,2.02
Good,2.01
Premium,2.01
Premium,1.54
Premium,2
Premium,2
Very Good,2
Very Good,4
Premium,2.02
Very Good,2.02
Ideal,2.5
Premium,1.55
Ideal,1.53
Premium,2.3
Very Good,2.07
Ideal,1.74
Ideal,1.5
Premium,2.07
Ideal,2.53
Ideal,1.5
Premium,2.02
Good,2.01
Premium,2.25
Good,2.01
Ideal,2.02
Premium,2.37
Premium,1.5
Premium,2.23
Premium,2
Good,2.17
Ideal,3.01
Very Good,2.28
Very Good,2.03
Very Good,1.5
Premium,1.53
Ideal,1.56
Ideal,1.52
Ideal,2.37
Ideal,2.3
Good,2.13
Very Good,2
Very Good,2
Premium,2.01
Premium,1.6
Premium,2
Very Good,1.75
Very Good,1
Premium,2.03
Very Good,2.24
Very Good,2.16
Very Good,1.54
Good,2.01
Very Good,1.7
Fair,2.01
Very Good,1.01
Premium,1.51
Very Good,2
Premium,2.24
Premium,2.06
Premium,2.31
Premium,1.52
Ideal,1.52
Very Good,2.01
Premium,2.1
Premium,1.62
Very Good,1.5
Premium,1.7
Very Good,2.38
Ideal,2.02
Very Good,1.51
Ideal,1.2
Ideal,1.73
Premium,1.55
Very Good,2.01
Ideal,2.15
Ideal,2.19
Good,2.05
Good,2.01
Premium,2.01
Very Good,2.12
Very Good,1.74
Ideal,1.54
Premium,1.5
Very Good,2.43
Premium,1.98
Ideal,1.5
Premium,2.28
Very Good,2.02
Ideal,2.3
Ideal,1.62
Premium,1.52
Ideal,2.28
Very Good,2.11
Ideal,2.07
Premium,2.2
Premium,2.02
Very Good,2.02
Premium,3.67
Premium,2.58
Premium,2.42
Premium,2.42
Premium,2.42
Good,2
Very Good,2.09
Premium,1.6
Very Good,1.53
Premium,1.75
Good,1.74
Ideal,2.03
Good,2.01
Good,2.01
Premium,1.87
Premium,1.01
Ideal,2.06
Premium,2.05
Premium,2.32
Good,2.66
Good,2.66
Very Good,2.2
Ideal,1.6
Ideal,1.7
Ideal,1.63
Good,2.26
Premium,2.26
Premium,2.01
Ideal,1.23
Premium,1.73
Ideal,1.2
Ideal,2.02
Ideal,2.04
Premium,2
Premium,2.38
Ideal,2.4
Premium,1.51
Premium,2.51
Fair,2.03
Very Good,2
Very Good,1.74
Premium,2.01
Premium,2.01
Ideal,2.01
Ideal,2.02
Good,2
Very Good,1.66
Good,2.09
Good,2.05
Ideal,1.64
Ideal,2.24
Ideal,1.6
Very Good,2.01
Good,2.01
Premium,2.4
Premium,2.03
Premium,2.03
Ideal,1.53
Premium,2.65
Ideal,1.74
Ideal,1.74
Ideal,1.54
Very Good,2.04
Ideal,2.01
Ideal,2.04
Premium,2.02
Ideal,2.3
Premium,2.11
Ideal,2.07
Ideal,1.6
Premium,2.35
Ideal,1.8
Ideal,1.52
Very Good,2.54
Very Good,2.54
Premium,2.1
Premium,2.05
Ideal,1.62
Very Good,2.11
Fair,1.5
Ideal,1.8
Premium,2.02
Premium,2.28
Ideal,1.51
Very Good,2.07
Very Good,2
Very Good,2.01
Ideal,1.71
Fair,2.02
Very Good,2.04
Premium,2.14
Very Good,2.03
Premium,2.07
Premium,2.11
Very Good,2.19
Ideal,2.02
Good,2.22
Premium,2.16
Very Good,1.51
Ideal,2.11
Good,1.09
Very Good,1.5
Ideal,2
Premium,1.5
Good,2.01
Very Good,2.03
Very Good,2.04
Very Good,2.03
Good,2
Premium,2.04
Premium,2.51
Ideal,2.18
Ideal,2.18
Premium,2.05
Premium,2.06
Good,2
Very Good,2.03
Ideal,2.05
Ideal,2.28
Premium,1.53
Very Good,2
Very Good,2.13
Very Good,2
Ideal,2.59
Ideal,2.12
Ideal,2.46
Ideal,1
Premium,2.17
Very Good,2.1
Premium,2.1
Premium,2.03
Premium,2
Very Good,1.52
Ideal,1.52
Premium,2.01
Premium,2.01
Good,0.23
Very Good,0.26
Very Good,0.26
Ideal,0.25
Ideal,0.34
Ideal,0.3
Ideal,0.27
Very Good,0.29
Very Good,0.26
Very Good,0.28
Very Good,0.3
Very Good,0.3
Ideal,0.32
Ideal,0.33
Ideal,0.33
Ideal,0.32
Ideal,0.32
Very Good,0.28
Good,0.23
Very Good,0.28
Very Good,0.28
Very Good,0.28
Very Good,0.28
Very Good,0.28
Very Good,0.27
Ideal,0.31
Ideal,0.31
Ideal,0.31
Premium,0.29
Premium,0.35
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Premium,0.32
Very Good,0.32
Very Good,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Premium,0.32
Ideal,0.32
Premium,0.32
Good,0.32
Ideal,0.32
Very Good,0.32
Premium,0.32
Ideal,0.32
Good,0.32
Very Good,0.32
Very Good,0.32
Ideal,0.32
Good,0.32
Ideal,0.32
Very Good,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Premium,0.32
Ideal,2.03
Premium,2.05
Fair,2.1
Ideal,1.62
Good,2.06
Ideal,2.11
Ideal,1.8
Premium,1.51
Good,1.52
Ideal,1.51
Premium,1.7
Ideal,2.2
Premium,2.47
Very Good,2.44
Ideal,3.01
Good,2
Premium,2
Ideal,1.41
Ideal,1.6
Very Good,2.22
Premium,1.51
Very Good,2.24
Ideal,2.21
Premium,1.5
Ideal,2.02
Ideal,2.01
Premium,2.28
Good,2.02
Ideal,1.57
Ideal,2.25
Ideal,1.71
Very Good,2
Very Good,2.01
Good,2.01
Premium,1.69
Premium,2.06
Ideal,2.45
Ideal,2.28
Good,2.02
Ideal,1.59
Premium,1.53
Very Good,2.06
Premium,2.05
Very Good,1.51
Very Good,2.04
Ideal,2.07
Ideal,1.71
Good,2.01
Very Good,2.01
Premium,2.01
Very Good,2.01
Ideal,2.06
Premium,1.52
Premium,1.52
Premium,2.1
Ideal,2.1
Premium,2.03
Very Good,1.75
Premium,1.52
Very Good,2.05
Ideal,2.03
Ideal,1.67
Premium,2.38
Good,2
Ideal,2
Ideal,2
Premium,2.24
Premium,2.21
Ideal,2.02
Premium,1.51
Very Good,1.52
Very Good,2.01
Ideal,1.8
Premium,2.39
Ideal,2.4
Ideal,1.51
Ideal,2.22
Good,2.18
Very Good,2.03
Very Good,2
Premium,2
Premium,2.01
Ideal,2.09
Ideal,2.09
Ideal,2.02
Ideal,2.36
Premium,2.02
Ideal,2.24
Ideal,2.53
Premium,2.48
Very Good,1.51
Very Good,1.51
Ideal,2.17
Very Good,2.51
Ideal,2.04
Ideal,2.04
Premium,2.14
Ideal,2.11
Very Good,2.01
Good,2.01
Premium,2.01
Premium,2.01
Premium,2.01
Ideal,2.01
Good,2.01
Premium,2.01
Premium,1.54
Good,2.01
Very Good,2.01
Premium,2.03
Very Good,1.54
Ideal,1.51
Premium,2.04
Ideal,2.07
Good,2.01
Premium,2.01
Premium,2.13
Premium,2.01
Premium,2.01
Premium,2.01
Premium,2.01
Premium,2.01
Premium,2.01
Premium,1.52
Premium,1.52
Premium,1.71
Premium,2.1
Ideal,1.75
Premium,1.5
Premium,1.75
Very Good,1.52
Premium,2.03
Ideal,1.69
Good,2.02
Ideal,2.37
Ideal,1.62
Very Good,2.39
Ideal,2.03
Premium,1.5
Ideal,2.05
Premium,2.4
Ideal,2.04
Very Good,2.31
Ideal,1.75
Premium,2.21
Premium,2.23
Very Good,1.73
Ideal,1.4
Very Good,2.01
Premium,1.71
Ideal,1.71
Very Good,2.05
Premium,2.48
Ideal,1.25
Very Good,2.09
Ideal,2.42
Very Good,2.51
Good,2.18
Premium,2.08
Premium,2.06
Premium,2.02
Premium,2.04
Very Good,2
Very Good,2.04
Very Good,2.18
Premium,1.76
Premium,2.01
Premium,2.01
Premium,1.54
Premium,2.05
Premium,2.03
Ideal,2.03
Ideal,2.03
Very Good,2.01
Ideal,2.26
Very Good,2.14
Very Good,2.01
Very Good,2.01
Ideal,2.63
Ideal,2.49
Ideal,1.52
Premium,1.54
Ideal,2.01
Premium,2.02
Premium,2.13
Premium,2.53
Ideal,2.37
Premium,1.93
Premium,2.04
Premium,2.02
Ideal,2.03
Ideal,1.5
Premium,2.28
Very Good,1.7
Ideal,2.5
Very Good,2.01
Premium,2.01
Premium,2.07
Premium,1.73
Premium,1.73
Ideal,2.06
Ideal,2.28
Premium,3
Fair,3
Premium,1.73
Premium,2.02
Ideal,1.68
Ideal,2.41
Very Good,1.5
Premium,2.12
Premium,2.27
Premium,2.2
Premium,2.31
Premium,2.09
Very Good,2.01
Very Good,2.01
Ideal,2.05
Ideal,1.71
Ideal,2.26
Premium,2.06
Premium,2.01
Premium,2.19
Premium,1.75
Very Good,2.07
Very Good,2.01
Very Good,2.01
Fair,2.6
Very Good,1.67
Very Good,2.5
Premium,2.04
Ideal,1.54
Very Good,1.75
Premium,2.14
Ideal,2.4
Premium,1.71
Ideal,1.07
Premium,2.13
Ideal,2.07
Ideal,1.71
Ideal,2.04
Ideal,1.6
Good,2.27
Ideal,2.09
Very Good,1.71
Premium,2.32
Very Good,1.53
Premium,2.01
Very Good,2.31
Ideal,2.15
Very Good,2.15
Premium,2.05
Ideal,2.12
Very Good,2.01
Premium,2.01
Ideal,2.01
Premium,2.01
Very Good,1.7
Premium,2.13
Ideal,1.61
Ideal,2.01
Very Good,2.01
Premium,2.05
Very Good,2
Good,2
Ideal,2.07
Very Good,2.01
Premium,1.93
Premium,2.02
Very Good,1.02
Fair,2.53
Ideal,1.56
Good,1.51
Ideal,1.7
Ideal,2.09
Good,2.01
Premium,2.57
Very Good,2.01
Ideal,2.22
Ideal,1.72
Ideal,2.01
Premium,2.14
Premium,2
Very Good,2.05
Ideal,2.02
Ideal,2.25
Premium,1.5
Premium,2.71
Premium,2.27
Good,2.22
Very Good,1.5
Premium,2.02
Premium,2.09
Very Good,2.22
Ideal,2.51
Very Good,2.74
Premium,2.02
Premium,2.42
Premium,2.42
Premium,1.75
Premium,2
Ideal,0.32
Very Good,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Premium,0.32
Ideal,0.32
Ideal,0.32
Premium,0.32
Very Good,0.32
Ideal,0.32
Ideal,0.32
Premium,0.32
Very Good,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Ideal,0.32
Premium,0.32
Very Good,0.27
Good,0.42
Ideal,0.33
Ideal,0.31
Ideal,0.35
Ideal,0.35
Premium,0.28
Premium,0.28
Premium,0.28
Good,0.41
Very Good,0.32
Premium,1.57
Ideal,1.5
Premium,2.01
Premium,2.01
Ideal,2.03
Very Good,2.74
Premium,2.56
Premium,2.01
Premium,1.75
Premium,1.21
Ideal,2.3
Premium,2.14
Ideal,1.67
Ideal,2.01
Premium,1.71
Very Good,1.51
Premium,1.5
Premium,1.6
Ideal,1.71
Very Good,1.71
Premium,2.6
Ideal,2.61
Ideal,2.14
Ideal,2.05
Premium,1.41
Premium,2.31
Very Good,1.7
Ideal,2.15
Ideal,2.01
Premium,2.15
Ideal,1.53
Ideal,2.17
Ideal,2.01
Premium,1.7
Ideal,2.52
Premium,2.25
Premium,2.01
Premium,2.01
Premium,2.05
Ideal,1.54
Very Good,2.01
Ideal,2.02
Very Good,2
Ideal,2.1
Premium,2.12
Ideal,1.61
Premium,2.08
Premium,2.42
Very Good,2.02
Ideal,2.16
Ideal,2.02
Premium,2.02
Premium,2.2
Very Good,1.86
Very Good,1.8
Premium,2
Very Good,1.5
Premium,2.05
Premium,2.35
Premium,2.35
Ideal,2.05
Very Good,2.03
Ideal,2.26
Premium,2.16
Good,2.01
Very Good,2.04
Very Good,1.51
Very Good,2.04
Premium,1.7
Ideal,2.04
Fair,4.13
Ideal,1.58
Good,1.7
Premium,2.01
Good,1.69
Ideal,2.54
Ideal,1.75
Premium,2.01
Ideal,1.67
Ideal,1.21
Premium,1.93
Very Good,2.02
Premium,1.79
Premium,1.6
Ideal,1.7
Good,2.01
Ideal,2.39
Ideal,1.59
Very Good,1.95
Very Good,1.97
Premium,2.04
Ideal,2.17
Ideal,2.01
Ideal,2.02
Premium,1.59
Premium,2.03
Good,1.69
Ideal,2.01
Premium,2.01
Ideal,2.01
Ideal,2.01
Fair,2.5
Good,2
Ideal,2.64
Fair,2.05
Ideal,1.61
Premium,2.14
Very Good,2.01
Very Good,1.65
Premium,2.01
Ideal,2.19
Very Good,2.01
Premium,2
Ideal,1.55
Ideal,1.76
Good,2
Very Good,2.48
Good,1.5
Premium,2.31
Premium,2.51
Ideal,1.56
Premium,2.01
Ideal,2.2
Ideal,2.08
Ideal,2.08
Very Good,2.44
Premium,2.18
Premium,2.01
Very Good,2.18
Very Good,2.01
Good,1.7
Premium,2.02
Premium,1.7
Ideal,2.01
Premium,1.31
Good,2.01
Good,1.14
Ideal,2.33
Very Good,1.91
Premium,2.14
Very Good,2.01
Premium,1.51
Ideal,2.32
Premium,2.05
Premium,2.52
Ideal,2.01
Premium,2.21
Very Good,2.02
Good,2.02
Ideal,2.36
Ideal,2
Premium,1.97
Premium,2.29
Very Good,1.45
Ideal,1.57
Premium,1.59
Ideal,1.89
Premium,2.19
Ideal,2.01
Ideal,1.65
Ideal,2.36
Very Good,2.01
Premium,2
Premium,2.02
Very Good,2.02
Very Good,2.14
Ideal,1.03
Premium,2.53
Premium,2.01
Ideal,1.71
Very Good,1.7
Good,1.7
Very Good,1.38
Good,2
Ideal,1.64
Premium,1.72
Premium,2.1
Ideal,2
Premium,2.48
Good,2.52
Ideal,2.01
Premium,1.74
Ideal,2.07
Premium,2.08
Premium,2.2
Premium,2.05
Premium,2.39
Ideal,1.51
Premium,2.06
Very Good,2.02
Ideal,1.52
Ideal,1.7
Premium,1.34
Premium,2.29
Premium,1.5
Very Good,2.02
Premium,2.28
Premium,2.14
Premium,2
Very Good,2.01
Ideal,2.32
Very Good,1.71
Ideal,2.01
Premium,2.01
Very Good,1.51
Very Good,2.52
Premium,2.02
Very Good,2.12
Ideal,2
Ideal,2.11
Fair,1.99
Premium,2.21
Very Good,2.31
Premium,2
Premium,1.52
Very Good,2
Ideal,1.65
Ideal,2.12
Good,2
Premium,2.14
Premium,2.01
Ideal,2.17
Very Good,2.01
Very Good,2.03
Ideal,2.56
Very Good,2.01
Very Good,2.01
Premium,2
Very Good,2
Good,2
Good,2
Ideal,2
Premium,2
Ideal,1.87
Premium,1.72
Premium,1.71
Very Good,2.16
Premium,1.55
Premium,2.05
Premium,2.08
Very Good,2.21
Ideal,2.01
Ideal,2.72
Very Good,1.69
Premium,2.03
Good,2.01
Premium,2.09
Ideal,2.17
Very Good,2.05
Premium,2.11
Ideal,2.16
Ideal,1.63
Premium,2.02
Premium,2.01
Ideal,2.36
Premium,2
Very Good,2.1
Ideal,2.01
Premium,2.09
Premium,2.18
Premium,2.01
Ideal,2.01
Premium,2.01
Premium,2.01
Ideal,2.43
Ideal,2.03
Good,2
Very Good,2.11
Ideal,2
Very Good,2.01
Ideal,2.02
Very Good,2.02
Very Good,1.76
Ideal,2
Ideal,2.32
Premium,2.16
Premium,2.28
Ideal,1.7
Ideal,2.01
Premium,2.02
Very Good,2.48
Very Good,2.07
Ideal,1.58
Ideal,2.2
Good,2
Good,2
Premium,1.74
Premium,1.74
Premium,2.2
Very Good,1.07
Ideal,2.08
Fair,2.01
Very Good,2.39
Good,2.41
Premium,2.57
Good,2
Very Good,1.29
Premium,2.16
Ideal,2.02
Premium,1.51
Good,0.41
Ideal,0.34
Ideal,0.34
Premium,0.28
Ideal,0.28
Very Good,0.28
Ideal,0.28
Premium,0.28
Ideal,0.28
Ideal,0.28
Ideal,0.28
Ideal,0.31
Ideal,0.34
Ideal,0.32
Ideal,0.32
Ideal,0.29
Ideal,0.29
Premium,0.35
Premium,0.35
Very Good,0.35
Very Good,0.35
Good,0.41
Very Good,0.41
Very Good,0.41
Very Good,0.41
Ideal,0.41
Very Good,0.41
Ideal,0.41
Premium,0.41
Ideal,0.41
Premium,2.02
Ideal,1.54
Very Good,2.04
Very Good,2.04
Very Good,2
Very Good,2.4
Ideal,2.39
Ideal,2.05
Premium,2.03
Ideal,2.01
Ideal,2.08
Premium,2.01
Premium,2.05
Ideal,2.24
Fair,1.93
Very Good,2.54
Ideal,2.09
Premium,2.35
Ideal,2.16
Premium,2.09
Premium,2.18
Very Good,2.06
Premium,2.25
Very Good,1.76
Ideal,2.05
Fair,5.01
Premium,2.51
Good,2
Good,2.04
Ideal,2.03
Fair,2.32
Premium,2.32
Very Good,2.01
Good,2.01
Very Good,2.26
Very Good,2.51
Ideal,2.16
Premium,2.11
Premium,2.25
Premium,2.25
Ideal,2.51
Very Good,2.01
Ideal,2.02
Premium,2.28
Ideal,1.7
Ideal,1.58
Ideal,2.2
Ideal,2.21
Ideal,2
Premium,2.04
Very Good,2.19
Very Good,2.29
Good,2
Very Good,2.11
Good,2.01
Very Good,2.01
Premium,2.01
Ideal,2.02
Ideal,2.32
Very Good,2.51
Premium,1.51
Premium,2.04
Very Good,1.7
Very Good,1.7
Ideal,2.3
Very Good,1.14
Ideal,2.45
Very Good,1.07
Very Good,2.03
Premium,2.04
Premium,2.04
Premium,2.02
Very Good,2.12
Very Good,2.33
Very Good,2.03
Premium,2.12
Ideal,2.1
Ideal,2.08
Very Good,2.14
Very Good,2.04
Very Good,2.08
Ideal,1.78
Ideal,2.21
Ideal,2.08
Premium,2.03
Premium,2.03
Premium,2.23
Very Good,2.01
Very Good,2.05
Ideal,2.04
Ideal,1.5
Premium,2.12
Premium,2.03
Ideal,2.2
Ideal,2
Ideal,2.01
Very Good,1.7
Ideal,1.76
Ideal,1.63
Premium,2.52
Ideal,2.05
Ideal,2.01
Very Good,2
Ideal,2.01
Premium,2.01
Ideal,1.55
Ideal,2.3
Premium,2.07
Ideal,2.05
Premium,2.2
Ideal,2.07
Premium,2.01
Premium,2.02
Premium,2.02
Very Good,1.73
Very Good,2.09
Premium,2.04
Very Good,1.09
Premium,2.19
Very Good,2.02
Very Good,2.02
Very Good,2.02
Good,2.02
Premium,2.3
Premium,3.01
Fair,3.01
Fair,3.01
Good,3.01
Good,3.01
Premium,1.7
Ideal,2.01
Premium,2.52
Premium,2.53
Premium,2.51
Very Good,2.03
Ideal,2.01
Premium,2.02
Ideal,2.13
Ideal,2.21
Ideal,1.7
Premium,1.07
Very Good,2.08
Ideal,1.62
Premium,2.03
Premium,2.14
Ideal,2.06
Ideal,1.54
Ideal,2.01
Premium,2.01
Ideal,2.02
Ideal,2.24
Ideal,2.3
Ideal,1.93
Fair,2.51
Premium,2.03
Ideal,2.1
Premium,2.05
Ideal,1.61
Premium,2.02
Ideal,2.02
Good,2.5
Premium,2.49
Good,2.01
Ideal,2.16
Premium,1.7
Ideal,2.27
Ideal,2.07
Very Good,1.83
Premium,2.07
Ideal,2.22
Premium,2.2
Ideal,2.6
Ideal,2.06
Very Good,2.32
Premium,2
Premium,2
Ideal,2.4
Good,2.01
Good,2
Premium,1.73
Very Good,2.09
Ideal,2.01
Ideal,2.01
Very Good,2.02
Very Good,2.01
Premium,1.7
Very Good,2.08
Very Good,2.11
Ideal,1.54
Premium,1.79
Ideal,1.6
Premium,2.03
Premium,2.26
Premium,2.29
Premium,2
Very Good,1.79
Very Good,2.44
Very Good,1.74
Premium,1.7
Ideal,1.72
Premium,2.22
Ideal,1.33
Premium,2.06
Ideal,2
Ideal,2
Ideal,2.13
Premium,2.09
Ideal,1.7
Premium,2.5
Premium,2.08
Ideal,2.03
Ideal,2.1
Ideal,2.16
Good,2.04
Ideal,2.15
Good,2.09
Good,2.01
Ideal,2.19
Premium,2.03
Very Good,2.1
Premium,2.16
Very Good,2.21
Premium,2.57
Premium,2.02
Very Good,2.07
Premium,2
Good,2.66
Very Good,2.01
Very Good,2.01
Very Good,2.03
Very Good,2.32
Ideal,2.37
Very Good,2.09
Fair,2
Premium,2.38
Very Good,2
Premium,1.83
Very Good,2.14
Ideal,2.14
Ideal,2.22
Fair,4.5
Ideal,2.32
Ideal,2.03
Good,2.4
Ideal,2.4
Very Good,1.04
Very Good,1.5
Very Good,1.72
Premium,3.04
Premium,2.38
Premium,2.09
Good,2.01
Very Good,2.01
Fair,2.02
Ideal,1.6
Good,2.01
Fair,2.01
Premium,2.11
Ideal,2.03
Good,3.01
Premium,2.29
Premium,1.7
Ideal,1.71
Ideal,2
Ideal,2.01
Premium,2.07
Ideal,1.49
Premium,2.42
Good,2.01
Very Good,2.03
Good,2.01
Very Good,2.09
Ideal,2.1
Premium,2.29
Premium,2.12
Ideal,2.05
Ideal,2.04
Ideal,2.01
Premium,2.02
Very Good,2.16
Premium,2.03
Ideal,1.42
Good,2.67
Very Good,1.5
Premium,2.43
Very Good,2.48
Ideal,2.19
Ideal,1.28
Ideal,2.02
Premium,3.51
Premium,2.01
Premium,2.22
Good,2.07
Very Good,2
Premium,3.01
Premium,3.01
Premium,2.18
Premium,1.7
Ideal,1.51
Premium,1.72
Ideal,0.38
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.4
Ideal,0.41
Ideal,0.41
Ideal,0.4
Ideal,0.32
Ideal,0.32
Ideal,0.26
Ideal,0.26
Good,0.39
Ideal,0.36
Ideal,0.36
Premium,0.36
Good,0.36
Ideal,0.32
Ideal,0.32
Premium,0.32
Premium,0.36
Premium,0.36
Ideal,0.36
Premium,0.36
Premium,0.36
Premium,0.36
Ideal,0.32
Premium,0.32
Premium,0.32
Very Good,2.02
Premium,1.94
Ideal,2.01
Ideal,2.01
Very Good,2.01
Premium,2.01
Premium,2.36
Ideal,2.61
Ideal,2.03
Very Good,2
Ideal,2.08
Premium,2.55
Ideal,1.71
Very Good,1.51
Ideal,2.06
Ideal,1.6
Very Good,2.03
Premium,2.05
Ideal,2.05
Good,2.8
Premium,1.71
Ideal,2.15
Premium,2.04
Premium,2
Premium,2.29
Very Good,2
Ideal,2.07
Ideal,1.51
Very Good,2
Premium,2.29
Very Good,0.32
Premium,0.32
Very Good,0.32
Ideal,0.32
Ideal,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Ideal,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
